,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
19 HK,328.25083492319817,180.1383324291736,312.88131059464763,367.1244733581872,194.22395428374253,233.5369518460595,60.27762967576086,554.412845662479,62.90982803536051,-120.36698790208852,573.4234828727407,277.87916128125664,253.93793017594467,163.46107699644872,-4.351007809919811,165.2685785256703,51.408139486693045,87.45419574961183,66.57235148682793,131.7365831210054,357.8147686561539,68.99025552552789,-77.95473715627955,162.45752086597713,300.1234716380934,-29.93240980524497,98.07029357440587,601.1344563268104,-3.4664398395091442,44.751342151365236,186.97293338623177,52.673141118692676,112.29079680713069,-10.868229362255843,124.43931904579972,49.212046914112605,45.49735659319401,110.10438763885642,205.44887413906832,-20.84686479333407,1452.4681592580778,12.253951590168327,46.3326719442157,5.464383582802517,6.579068980674099,111.70332072053262,164.78087063633083,9.215124107620813,61.071749210979846,178.7303949393729,71.19694280895973,22.44359000992574,505.73185636309785,82.6562613194848,158.7872482684913,33.02059495171317,-2.9663440941237353,680.4339875369959,9.856695906628957,30.3274911062411,167.53738683651758,37.761297620504585,99.79547548751567,283.95333282498933,68.14602079824331,122.26288625023406,369.2772975770063,67.53224262710641
2 HK,172.01645223187649,90.31916389271274,180.8090419323309,188.89527665573172,88.98366932177095,118.36759137954166,31.823053280286093,261.05095829429564,25.957415596941892,-83.44137475237022,277.87916128125664,162.85273400627403,130.42570240912795,76.29181844636756,-16.03476325944495,81.86232134669235,20.25303067253777,46.60960779283875,37.407060989292034,60.248420165962564,174.74025518025013,33.203126071891745,-84.2961014771775,71.54677130912646,171.62820244192363,-18.859629507445465,47.9771053109175,329.78174268343827,-2.9192116682352736,21.50650900238127,99.19324413020158,28.7939567846546,58.62848246706076,-7.05078915852348,55.818878505554586,7.999507310890865,17.04934997946313,55.45144151116399,101.00370503793131,-23.91962546665041,747.8221382452293,4.975351648589117,24.37674868160033,0.4112763494221453,0.7386999992646022,51.283239241455604,77.02574418290685,2.9948923269747807,24.576469233461054,96.94093423176909,35.990516293327815,7.1297366508773194,261.82239985606435,42.52341035708634,83.90078149848209,9.348473699821469,-9.989016630098591,363.66680945304944,0.2744447247904955,7.721270997001613,89.05949401804239,13.009069348115265,51.14253620319833,141.46600764292359,30.900380983718648,61.41440321881544,184.70138731675272,-0.7520639627439174
20 HK,145.20180726568347,75.15581458718461,171.83726416275158,175.18297529108617,89.7591469598227,112.12287901009894,29.665241192971784,232.50207202584903,20.89760691011306,-48.45018867276205,253.93793017594467,130.42570240912795,133.74863983433914,62.41104136908033,-24.59964697097514,64.92830093119784,17.067251068141307,44.8826433946262,37.13029036687717,54.98072289006695,181.71393910119508,23.70793452586008,-93.9577863845372,65.93912943812091,166.6243648908638,-12.795287109099277,37.936623165570886,277.0750231898594,-2.998356596050077,24.93393659511774,91.75062449383282,22.480408585031743,50.34133053802681,-7.487057679685104,60.0529785672498,-54.59208987009871,9.667283383967538,45.58946787877432,80.84998291156867,-30.30865282061674,689.3887789931954,6.772502853831306,20.86557965134726,2.2036133693173126,2.72147215742917,53.10316664591066,92.76527307781753,3.0029996582496628,19.11290977273998,94.42885418276514,27.786874840670208,1.1458808154387323,383.46028378411876,49.503170483579545,83.23185763821935,10.132740297138938,-16.746798045727658,355.43070030256365,34.69844396039387,18.386764754576838,80.61019006451389,61.34913886857112,48.96840682223171,165.95441536820874,40.396189205949895,97.49516577703112,184.06109341317523,29.301389045914156
23 HK,94.15605872279467,58.3791385367271,68.46404522183498,123.61066638414142,62.158279120497674,58.519274686510364,15.46619214996523,181.86326604781723,29.451912845535816,-41.5846851775684,163.46107699644872,76.29181844636756,62.41104136908033,68.86238160928465,27.80615447672778,57.87992446752218,21.671732687290092,21.535563321459005,10.327677525497258,44.16117883078497,87.50139967289998,23.31424652743106,52.48867192510492,55.316085099097975,62.98229346169326,-8.79784826291979,37.64912822444888,205.27667115371298,0.4880554373367548,10.700502282438014,49.36754355564074,19.141026269140028,30.881818144881365,-0.4714766739357856,33.428829398862895,109.03703432803384,25.104357130077585,34.80776835474235,79.36702315676328,23.06956027397635,428.69617308155404,3.1409922813093596,15.033849920954397,2.080431464556182,1.790035695514762,42.8739227697878,45.10615049198666,6.956256406279276,30.913026848256006,46.411956142539715,25.50545644196318,19.10014795613402,43.69241541622818,24.925463808598955,42.447053131645696,7.455512438705406,15.459656644622754,150.87468685660735,2.5979352444193484,5.649352933566675,40.51168250139577,11.3147371344066,22.965893057128067,62.1885884750824,20.88084117735725,1.6288556478989378,104.59758521463002,25.91600900347066
267 HK,-7.352291001183158,8.599684910384102,-47.83950334446344,34.467537143076036,12.984489228930553,-17.519479493511987,-5.5184983560976955,49.21426728350596,19.74554626767809,-1.8501265649901353,-4.351007809919811,-16.03476325944495,-24.59964697097514,27.80615447672778,60.13132348368268,13.583532128197875,11.73228673719594,-8.82638161521788,-15.774690322880037,12.015994678294119,-31.704340538297306,5.888402554108382,133.71057757262886,10.731087417033285,-51.15356296827063,3.073961529345263,13.854138976247386,38.61735687112085,2.629372240440702,-4.625341220396703,-10.678675326777004,6.579546876525132,-3.769847117012559,5.048863659916397,-4.273894453070638,164.8694371004231,21.664643543976926,2.072648849774574,30.647308958916724,42.6365680805135,12.037300668823626,0.3836832117146704,1.1024411927664093,1.5648468737244694,1.3654067766841653,14.744561348292331,-5.230789405304386,6.999763182868636,26.899353023095646,-16.117140309021906,7.035423497873154,24.630526688013404,-203.55248892075454,-3.6712798669373714,-12.23802615440951,-0.45793320854559805,36.083162279390784,-105.79750559320439,-8.22050445691442,-7.7280526279129464,-19.8193229335498,-28.706578580468207,-13.900138760673714,-56.307296266691566,-5.507183824998728,-58.81982838828313,-1.236905049731506,8.950905835316256
291 HK,115.56668138765295,69.29104460685329,66.18843276937154,97.98837931345334,53.415862287618644,61.53021063617926,17.666958124987463,184.1522682153987,26.307626376857826,-52.83009235973941,165.2685785256703,81.86232134669235,64.92830093119784,57.87992446752218,13.583532128197875,69.1212940099934,18.398673436359775,22.33076358833216,14.320341952875383,53.441941909906994,97.28273335818955,29.75385562755438,-4.154852762577826,51.39725384133317,66.10664416132221,-10.82064022095223,34.547057382140466,201.46965817829957,-0.8912598818670204,9.459404153607233,51.58312764460938,21.008178123450904,38.69251455395199,-3.0351398969203944,32.219363771427375,70.95216449270893,17.65502615388038,30.644963510986226,73.87901274174136,5.6847431788955625,441.3008898508981,4.534826246527591,15.034219764422014,1.334129736707554,2.2929409570509653,52.6711729361344,55.485989931444806,6.484395640747403,49.741180486134624,49.36891103743664,25.959217212733403,16.37296370605467,13.725756881542978,28.491346406998275,46.19651503924813,15.063773941156098,17.207760608478257,185.14032438869185,-34.2871577087629,3.9001225503154076,54.85441153646861,-30.324672929834335,31.469481735072737,53.16612659959362,20.036548019169476,-6.13496802958635,90.73197325476566,31.122676077093754
293 HK,26.26458218107642,17.632494592063107,16.25926036846015,38.91105356492193,19.723424095837487,17.25537506657244,3.8955048701340487,57.88064405001662,8.72640406242184,-6.80072383294191,51.408139486693045,20.25303067253777,17.067251068141307,21.671732687290092,11.73228673719594,18.398673436359775,10.358408624685469,5.517741308634467,2.678197743023204,13.815457497622175,25.758229444764734,7.836906109764339,25.78303550639025,17.102538789394828,14.27125740499464,-2.4365386588908438,10.793466585780669,50.53077836442325,0.48242881063018805,2.870134518448906,12.953763577269513,4.874100941034882,8.59775434978058,0.303302779072467,11.300225917202559,37.015176195287424,9.577367324406348,12.784074554730362,24.50656411797458,8.931830234544012,130.31357297687558,1.6939518023167524,4.0790014951608145,1.3483263992802506,1.1613031485778693,12.408426397030192,17.081660890813925,2.841743531451727,10.307129459023939,11.204908488580125,7.134994059360777,6.26568216549236,12.722688422747996,4.337482687417417,10.1676584857741,4.879711412773739,6.431521460474834,39.58163992871066,0.2267630253882026,2.225536939033575,10.34654910946164,-8.030905455508481,5.699845928540088,14.012802956146002,6.462704404643138,1.2406824015642357,32.284617896467296,19.099026172661127
3 HK,50.35041875908567,25.44914183202841,60.811509597347275,59.49007458915948,30.23515255716955,38.658594129878445,10.370883781871251,78.65842633055215,6.823162477273777,-18.414311366884895,87.45419574961183,46.60960779283875,44.8826433946262,21.535563321459005,-8.82638161521788,22.33076358833216,5.517741308634467,15.892759766243437,13.009080758436525,18.083027652065486,60.87194418787745,8.140615548473086,-32.235931035260066,22.523468377484072,58.398040013633924,-4.955836255838041,13.489230447251904,96.35127988222487,-0.9956627319871258,8.521446149893016,31.953158874832965,7.5906896983532475,17.328506937209255,-2.450067577029036,19.797853578265794,-17.186409016122465,3.539492345864966,16.60452700727539,28.08333435464674,-10.219244883433548,235.15258571907165,1.9237591535681844,7.341973385868506,0.5354294255275955,0.7056155387782983,15.71069698544314,28.189563073618988,0.6067360258775009,5.0302806951591235,32.30089821550889,9.879049128190765,0.06315952708101534,127.8184505832487,15.855945506316875,28.172741775595174,3.2289680556142315,-6.019573926448828,123.33164755570823,11.733532224262888,6.183450094745259,28.054898950058146,20.03426699351046,16.90428787163471,57.18846886129099,12.882051635923732,32.73291105795315,62.54115046437683,5.934333254505163
315 HK,38.07359289664776,14.968542944714814,56.344885989109905,34.14251105595033,19.567651414484207,34.17476336421087,9.126177176425408,47.0869528718028,-0.17849501393641165,-3.9242697310108716,66.57235148682793,37.407060989292034,37.13029036687717,10.327677525497258,-15.774690322880037,14.320341952875383,2.678197743023204,13.009080758436525,18.56563808292849,5.828247695039339,50.906714708110734,4.383950858779884,-52.32801570965274,21.06802313224254,54.02362408556961,-2.095575595624959,6.110251120844146,58.530737352253105,-1.1435217319117232,7.69832259681115,23.997852867139713,6.379921105260171,13.786154471766748,-2.9224222472453705,18.874377255507216,-61.74566758156075,-1.391073322220827,11.309532311095102,13.084725529326937,-15.261887430714314,168.13761912907063,1.9144592541704932,4.93407045589404,0.19863511279919305,0.348231721573178,5.536921153529213,28.29305064591021,-1.0236092501945293,4.082075011577177,24.579005896510964,5.518283189957275,-5.247087841953984,148.05600330598816,11.573975306576378,20.410185341140817,8.476263133687409,-10.68854323137639,109.72656065797756,-1.148991756294921,8.633732547580411,23.98243113165508,12.368300311148529,15.490009977673337,50.52463085549185,12.12507216059773,44.6629302523289,50.596369503239046,6.946861297681203
363 HK,97.45348162297182,61.955214610583674,49.029460814505626,89.87776495831105,50.36974871059903,44.89138048694859,13.255364285564161,169.02315139463246,23.693211933857715,-48.7803615003485,131.7365831210054,60.248420165962564,54.98072289006695,44.16117883078497,12.015994678294119,53.441941909906994,13.815457497622175,18.083027652065486,5.828247695039339,61.29796065841762,80.3670102570558,26.10497231677375,-21.61983271621322,28.36779136819465,50.533006729665594,-10.012012360267907,28.776406479604194,179.30895805614742,-1.3487596583368753,8.494009978898779,45.648739719731985,16.404563568597997,31.87893958665123,-3.2838978533563834,24.161481384437185,65.1603132580992,11.851613220871569,23.815962511038723,61.85280116092114,-3.6717944214856875,415.76545561550415,5.982012847179763,12.365595189010516,2.0127388719878194,3.4545581478803897,63.2973514527381,63.99121720731417,8.729553007167052,54.38879853160365,45.984141382412226,20.826470707546285,17.140625363370248,36.19135639547698,30.03544123889811,44.402742099113404,5.824328889299626,20.248760539981376,156.68379683473376,-10.022352432540337,-1.7095338483224956,45.832033052009905,-32.88772046136987,24.734339027092815,36.83330269849311,19.64249305956807,-8.197792126498415,76.909498556179,22.949619065278664
4 HK,209.87443536276052,109.88141832316225,218.67745207839994,225.0009864257809,118.2248930821715,157.62365463038108,42.37463699601087,329.89102984721643,30.036447427403047,-60.003007028800546,357.8147686561539,174.74025518025013,181.71393910119508,87.50139967289998,-31.704340538297306,97.28273335818955,25.758229444764734,60.87194418787745,50.906714708110734,80.3670102570558,263.66126037172177,37.99978215677161,-111.8897394126387,102.6721105286309,218.41370188138583,-17.6239765799173,51.67768908774487,353.4586391205457,-4.010061723109833,33.35751203172839,121.08130260430197,31.567717713775256,74.20853155522644,-9.817594351431781,84.21430825437228,-76.31871243672337,15.24297660380748,61.976794914117036,109.98720162895098,-41.8419763418184,893.9419483074062,10.398522495562048,28.635186042861505,3.309741032777325,5.161160115112064,64.65389357195012,118.95426021410815,4.129377540985398,45.02446694136543,122.62785359519572,39.62303004174599,1.8208941248507,456.9789419743222,63.39477022814571,109.50272881916568,25.659824896975163,-15.936876512641645,488.64815037027086,12.593132536559443,31.408464220454302,117.14188961406006,86.24294691075296,72.88245574473336,232.6276547372186,54.321747391487634,127.16982859740351,230.55415580641312,37.64235957041791
494 HK,52.3097092628059,32.216590987587885,20.250388103802102,34.22747000582414,19.921497454777665,24.029967618730375,7.024200366577189,80.95280736694579,11.299735317530144,-25.10557856634462,68.99025552552789,33.203126071891745,23.70793452586008,23.31424652743106,5.888402554108382,29.75385562755438,7.836906109764339,8.140615548473086,4.383950858779884,26.10497231677375,37.99978215677161,15.998922681618,-5.743427529930441,18.63636084297713,21.739855267495237,-5.289855547169347,14.60239621908046,81.46677690272034,-0.5259489749619507,2.9224366529856933,20.659993840444205,8.650668637105076,17.636335900890284,-1.37496721349803,11.738787797941264,35.28609657446264,7.051283239202874,13.058307776175509,30.864372826636743,1.068181662461042,178.9870859732067,2.3040651819459463,6.115498190625398,0.5871190626954318,1.262626734815098,25.80282903617844,23.727780277043678,3.349462465134194,26.397190025642047,18.508246414962187,11.274612498282872,7.623993330491073,-21.467229698173576,10.578028819740215,17.837763113293146,6.979437365669697,10.102524380894703,73.97426509015445,-25.571639828912215,-0.7692890138837376,24.29140895692536,-30.350232130338707,13.587311468635887,11.812678272086268,6.525976042553022,-11.38167821935126,29.64692507265112,5.022175843634328
5 HK,-93.76741591549876,-25.88729740559151,-172.41736836611392,16.467252347390072,-12.00833351618327,-63.889757396460425,-21.446281572300283,-21.717466376819463,35.39658111357958,29.01698468592113,-77.95473715627955,-84.2961014771775,-93.9577863845372,52.48867192510492,133.71057757262886,-4.154852762577826,25.78303550639025,-32.235931035260066,-52.32801570965274,-21.61983271621322,-111.8897394126387,-5.743427529930441,512.4089999319784,48.38040097234028,-175.3244223112415,6.129372509599307,15.873489360403404,-113.76685223317288,10.475958639697803,-20.886538154417885,-72.07713377476163,-9.036039568476694,-33.48540262053038,21.6769718977903,-28.849570148628107,430.60739176520747,64.97351757394088,7.005152652244894,34.31374782695397,130.4112990788061,-483.21340542173937,-8.334910429006419,-5.691102049707249,2.8398957156228053,1.1371960502028133,-76.81533405183644,-153.27029476012035,4.546430814920264,-15.267485899133149,-85.23257277198591,7.43223012741459,44.11651973258273,-721.232231789487,-65.45995245452669,-71.81558375757531,1.058859346333962,61.21937203503159,-400.340679485736,-11.300094174472038,-3.4978527195873155,-85.06495352826484,30.79979163795429,-47.306109471341,-128.14109794931318,-48.05826687070145,-155.40567512698684,-109.92957263778922,55.9042670264148
