,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK,Risk-Free Asset
0.055,0.167600162981968,-0.4613992417665683,0.4851232763868036,-1.2600557735506621,0.34097175973547816,-0.15597709326465725,-0.14044101946909834,-0.44402389579117185,-0.4602596671746477,0.09257956177540415,-0.24273717567819755,0.7233948948913905,0.21116852514943524,-0.037420348323353184,-0.23231496860374776,-0.4311825693906139,0.14288211833641434,0.11375139464439704,0.1990912036129354,-0.03436916265658511,0.18817497434636682,-0.10621614578743344,0.3102200333593365,0.14405692297628958,-0.029574026133807586,-0.2410826946206845,0.27159997696145427,-0.18184776871508326,-0.09834245601196918,-0.08546625212264816,0.46253936022527925,-0.16917766959137592,-0.011710199607839564,0.010460774376390246,0.9573724234278821,-0.06590683032661143,-0.6230990651938759,0.30094557558956847,0.390962375418373,-0.015911221394183273,0.3166353514864337,1.0964800053055848,-0.0030095081372569746,-0.9252127116855073,0.16203751448918063,-0.37858809596848464,0.1622134442840931,-0.5079896415735501,-1.0936197089169344,0.2641784680634001,0.28118372460135854,-0.1486026796608303,0.46813955158349546,0.14779145444225897,0.12664353701236794,-0.4352458268873817,0.8465674768250947,0.13778348559280526,0.0067297441700778,0.14459733724708035,0.09795692268520513,-0.11324524949409676,0.031595780821295605,0.17837752034620846,-0.170835458899639,-0.17323069395798535,0.2737325979379183,0.03860461583428073,0.1839509734331758
0.060,0.1829427939739613,-0.5036371380815713,0.5295329433155302,-1.3754051289388096,0.3721853564005057,-0.17025571294249628,-0.15329741948396913,-0.48467119984829365,-0.5023932433497378,0.10105457772078419,-0.26495807838024277,0.7896166737747707,0.23049953712965518,-0.04084592134012186,-0.25358179062698943,-0.4706543391946294,0.15596198399994463,0.12416454485739149,0.21731662067958651,-0.037515420815060256,0.20540108643335048,-0.11593949629744268,0.3386185230354368,0.15724433384596162,-0.03228132284429702,-0.263152141071751,0.2964630686781479,-0.19849466906692265,-0.10734502490326739,-0.09329009396895671,0.5048816264674226,-0.18466471035818655,-0.012782187058382778,0.011418385623849009,1.0450132201504048,-0.07194014294136052,-0.6801394573905957,0.3284950530649606,0.42675226578048797,-0.017367783214526655,0.34562111898475717,1.1968551350917793,-0.0032850077071607496,-1.0099095101368278,0.1768709236424566,-0.4132452069823369,0.17706295858831766,-0.5544925654356018,-1.1937329984325828,0.28836217218045945,0.30692414185845307,-0.1622062229861599,0.5109944764529631,0.16132073573252553,0.13823687332738485,-0.4750895596972153,0.9240648501907023,0.15039660683701594,0.007345805512948515,0.15783421929024072,0.10692419867784254,-0.12361206563359582,0.03448815513299119,0.19470674355963158,-0.18647425876480972,-0.18908876095861377,0.29879091629464327,0.04213860031731942,0.1092473522479317
0.065,0.1982854249659546,-0.5458750343965743,0.573942610244257,-1.4907544843269573,0.4033989530655334,-0.18453433262033536,-0.16615381949883998,-0.5253185039054156,-0.5445268195248281,0.10952959366616426,-0.28717898108228807,0.8558384526581512,0.24983054910987518,-0.04427149435689055,-0.27484861265023114,-0.5101261089986451,0.16904184966347496,0.13457769507038597,0.23554203774623766,-0.04066167897353541,0.2226271985203342,-0.12566284680745196,0.36701701271153725,0.1704317447156337,-0.03498861955478647,-0.2852215875228176,0.32132616039484163,-0.21514156941876209,-0.11634759379456563,-0.10111393581526527,0.5472238927095662,-0.20015175112499722,-0.013854174508925994,0.012375996871307774,1.1326540168729278,-0.07797345555610963,-0.7371798495873155,0.35604453054035273,0.4625421561426031,-0.018824345034870044,0.3746068864830807,1.2972302648779743,-0.003560507277064526,-1.0946063085881486,0.19170433279573257,-0.4479023179961893,0.1919124728925423,-0.6009954892976536,-1.2938462879482318,0.3125458762975188,0.3326645591155477,-0.17580976631148953,0.5538494013224309,0.17485001702279215,0.14983020964240182,-0.5149332925070489,1.00156222355631,0.16300972808122668,0.007961866855819231,0.1710711013334011,0.11589147467047997,-0.13397888177309492,0.037380529444686776,0.21103596677305475,-0.20211305862998052,-0.2049468279592422,0.3238492346513683,0.04567258480035812,0.03454373106268738
0.070,0.21362805595794793,-0.5881129307115772,0.6183522771729837,-1.606103839715105,0.434612549730561,-0.19881295229817442,-0.17901021951371077,-0.5659658079625375,-0.5866603956999181,0.1180046096115443,-0.3093998837843333,0.9220602315415315,0.26916156109009515,-0.04769706737365924,-0.29611543467347284,-0.5495978788026606,0.18212171532700525,0.14499084528338044,0.2537674548128888,-0.04380793713201056,0.23985331060731785,-0.13538619731746124,0.39541550238763756,0.18361915558530575,-0.037695916265275915,-0.3072910339738842,0.3461892521115353,-0.23178846977060152,-0.12535016268586385,-0.10893777766157384,0.5895661589517096,-0.21563879189180787,-0.01492616195946921,0.013333608118766537,1.2202948135954508,-0.08400676817085873,-0.7942202417840354,0.38359400801574484,0.4983320465047182,-0.020280906855213426,0.40359265398140426,1.3976053946641693,-0.003836006846968302,-1.1793031070394693,0.20653774194900854,-0.4825594290100416,0.20676198719676686,-0.6474984131597054,-1.3939595774638802,0.3367295804145782,0.3584049763726423,-0.18941330963681915,0.5967043261918986,0.18837929831305872,0.16142354595741876,-0.5547770253168826,1.0790595969219177,0.17562284932543737,0.008577928198689947,0.18430798337656146,0.1248587506631174,-0.144345697912594,0.04027290375638236,0.2273651899864779,-0.2177518584951513,-0.22080489495987066,0.3489075530080933,0.04920656928339681,-0.04015989012255683
0.075,0.22897068694994122,-0.6303508270265802,0.6627619441017103,-1.7214531951032523,0.4658261463955886,-0.21309157197601344,-0.19186661952858156,-0.6066131120196594,-0.6287939718750083,0.12647962555692435,-0.33162078648637855,0.9882820104249118,0.2884925730703151,-0.051122640390427916,-0.3173822566967145,-0.5890696486066762,0.19520158099053553,0.1554039954963749,0.2719928718795399,-0.04695419529048571,0.2570794226943015,-0.14510954782747051,0.4238139920637379,0.19680656645497777,-0.04040321297576535,-0.3293604804249507,0.3710523438282289,-0.2484353701224409,-0.13435273157716207,-0.11676161950788237,0.631908425193853,-0.2311258326586185,-0.015998149410012423,0.0142912193662253,1.3079356103179736,-0.09004008078560782,-0.8512606339807551,0.41114348549113694,0.5341219368668332,-0.02173746867555681,0.4325784214797277,1.497980524450364,-0.004111506416872077,-1.2639999054907898,0.22137115110228447,-0.5172165400238938,0.22161150150099143,-0.6940013370217569,-1.4940728669795287,0.36091328453163746,0.3841453936297368,-0.20301685296214877,0.6395592510613664,0.20190857960332528,0.17301688227243567,-0.594620758126716,1.1565569702875254,0.18823597056964805,0.00919398954156066,0.1975448654197218,0.1338260266557548,-0.15471251405209308,0.04316527806807794,0.243694413199901,-0.23339065836032205,-0.23666296196049905,0.3739658713648182,0.0527405537664355,-0.11486351130780093
0.080,0.24431331794193453,-0.6725887233415833,0.707171611030437,-1.8368025504914003,0.49703974306061627,-0.2273701916538525,-0.2047230195434524,-0.6472604160767813,-0.6709275480500985,0.1349546415023044,-0.35384168918842385,1.0545037893082922,0.3078235850505351,-0.05454821340719661,-0.3386490787199562,-0.6285414184106919,0.20828144665406587,0.16581714570936937,0.2902182889461911,-0.050100453448960865,0.2743055347812852,-0.1548328983374798,0.4522124817398383,0.20999397732464986,-0.043110509686254794,-0.3514299268760173,0.3959154355449226,-0.26508227047428035,-0.1433553004684603,-0.12458546135419095,0.6742506914359966,-0.24661287342542917,-0.017070136860555637,0.015248830613684063,1.3955764070404966,-0.09607339340035694,-0.908301026177475,0.4386929629665291,0.5699118272289483,-0.023194030495900197,0.4615641889780513,1.598355654236559,-0.004387005986775853,-1.3486967039421105,0.23620456025556047,-0.5518736510377462,0.23646101580521606,-0.7405042608838088,-1.5941861564951776,0.38509698864869685,0.40988581088683146,-0.2166203962874784,0.6824141759308342,0.2154378608935919,0.18461021858745263,-0.6344644909365497,1.234054343653133,0.2008490918138588,0.009810050884431376,0.2107817474628822,0.14279330264839224,-0.16507933019159218,0.04605765237977353,0.26002363641332416,-0.24902945822549283,-0.2525210289611275,0.39902418972154324,0.056274538249474204,-0.18956713249304524
0.085,0.2596559489339278,-0.7148266196565861,0.7515812779591636,-1.9521519058795476,0.5282533397256438,-0.24164881133169155,-0.2175794195583232,-0.6879077201339031,-0.7130611242251886,0.14342965744768446,-0.37606259189046903,1.1207255681916723,0.32715459703075506,-0.057973786423965286,-0.35991590074319785,-0.6680131882147073,0.22136131231759615,0.17623029592236383,0.3084437060128422,-0.053246711607436006,0.2915316468682689,-0.16455624884748904,0.48061097141593856,0.2231813881943219,-0.04581780639674424,-0.37349937332708383,0.42077852726161624,-0.28172917082611976,-0.1523578693597585,-0.13240930320049948,0.7165929576781399,-0.2620999141922398,-0.01814212431109885,0.016206441861142826,1.4832172037630194,-0.10210670601510602,-0.9653414183741947,0.4662424404419212,0.6057017175910633,-0.02465059231624358,0.4905499564763747,1.6987307840227537,-0.0046625055566796286,-1.433393502393431,0.2510379694088364,-0.5865307620515985,0.2513105301094406,-0.7870071847458605,-1.694299446010826,0.4092806927657562,0.435626228143926,-0.23022393961280802,0.7252691008003018,0.22896714218385847,0.19620355490246955,-0.6743082237463832,1.3115517170187407,0.21346221305806948,0.01042611222730209,0.22401862950604254,0.15176057864102965,-0.17544614633109126,0.04895002669146911,0.2763528596267473,-0.2646682580906636,-0.2683790959617559,0.4240825080782682,0.059808522732512893,-0.26427075367828934
0.090,0.2749985799259211,-0.7570645159715891,0.7959909448878902,-2.067501261267695,0.5594669363906715,-0.2559274310095306,-0.23043581957319398,-0.728555024191025,-0.7551947004002787,0.1519046733930645,-0.3982834945925143,1.1869473470750527,0.34648560901097497,-0.06139935944073397,-0.3811827227664395,-0.7074849580187229,0.23444117798112643,0.18664344613535827,0.3266691230794933,-0.056392969765911155,0.30875775895525254,-0.1742795993574983,0.5090094610920389,0.23636879906399394,-0.04852510310723367,-0.3955688197781504,0.44564161897830984,-0.29837607117795917,-0.1613604382510567,-0.14023314504680803,0.7589352239202833,-0.27758695495905045,-0.019214111761642064,0.017164053108601588,1.570858000485542,-0.10814001862985512,-1.0223818105709146,0.4937919179173133,0.6414916079531784,-0.02610715413658696,0.5195357239746982,1.7991059138089485,-0.004938005126583404,-1.5180903008447515,0.26587137856211235,-0.6211878730654508,0.2661600444136652,-0.8335101086079122,-1.7944127355264745,0.43346439688281546,0.46136664540102057,-0.2438274829381376,0.7681240256697695,0.242496423474125,0.20779689121748648,-0.7141519565562168,1.3890490903843482,0.22607533430228016,0.011042173570172805,0.23725551154920288,0.16072785463366704,-0.18581296247059031,0.051842401003164694,0.29268208284017044,-0.2803070579558343,-0.2842371629623843,0.44914082643499315,0.06334250721555158,-0.33897437486353343
0.095,0.2903412109179144,-0.799302412286592,0.8404006118166171,-2.182850616655843,0.5906805330556991,-0.27020605068736964,-0.24329221958806482,-0.7692023282481469,-0.7973282765753689,0.16037968933844457,-0.4205043972945596,1.253169125958433,0.365816620991195,-0.06482493245750266,-0.4024495447896812,-0.7469567278227386,0.24752104364465674,0.19705659634835276,0.3448945401461445,-0.05953922792438631,0.3259838710422362,-0.1840029498675076,0.5374079507681393,0.249556209933666,-0.051232399817723116,-0.41763826622921696,0.47050471069500355,-0.3150229715297986,-0.17036300714235494,-0.1480569868931166,0.8012774901624269,-0.2930739957258611,-0.02028609921218528,0.018121664356060354,1.658498797208065,-0.11417333124460423,-1.0794222027676343,0.5213413953927055,0.6772814983152935,-0.027563715956930347,0.5485214914730218,1.8994810435951435,-0.00521350469648718,-1.6027870992960722,0.2807047877153883,-0.6558449840793031,0.2810095587178898,-0.880013032469964,-1.8945260250421232,0.45764810099987485,0.4871070626581152,-0.25743102626346726,0.8109789505392373,0.2560257047643916,0.21939022753250345,-0.7539956893660504,1.4665464637499561,0.2386884555464909,0.011658234913043521,0.2504923935923633,0.16969513062630448,-0.19617977861008942,0.05473477531486028,0.3090113060535936,-0.29594585782100513,-0.3000952299630128,0.47419914479171815,0.06687649169859028,-0.41367799604877775
0.100,0.3056838419099077,-0.841540308601595,0.8848102787453437,-2.2981999720439905,0.6218941297207267,-0.2844846703652087,-0.2561486196029356,-0.8098496323052687,-0.839461852750459,0.1688547052838246,-0.44272529999660476,1.3193909048418133,0.3851476329714149,-0.06825050547427133,-0.42371636681292285,-0.7864284976267542,0.260600909308187,0.2074697465613472,0.3631199572127956,-0.06268548608286145,0.34320998312921985,-0.19372630037751684,0.5658064404442396,0.262743620803338,-0.05393969652821255,-0.4397077126802835,0.4953678024116972,-0.331669871881638,-0.17936557603365316,-0.15588082873942513,0.8436197564045702,-0.30856103649267175,-0.021358086662728495,0.019079275603519116,1.7461395939305877,-0.12020664385935331,-1.136462594964354,0.5488908728680976,0.7130713886774085,-0.02902027777727373,0.5775072589713452,1.999856173381338,-0.005489004266390956,-1.6874838977473927,0.2955381968686643,-0.6905020950931554,0.2958590730221144,-0.9265159563320157,-1.9946393145577717,0.48183180511693413,0.5128474799152097,-0.27103456958879685,0.8538338754087049,0.26955498605465816,0.23098356384752036,-0.793839422175884,1.5440438371155636,0.2513015767907016,0.012274296255914235,0.2637292756355236,0.1786624066189419,-0.2065465947495885,0.057627149626555865,0.32534052926701673,-0.3115846576861759,-0.3159532969636412,0.4992574631484431,0.07041047618162898,-0.48838161723402185
